condition,cond_type,suspicion,type_injected,image,tp,raw,w_dev,h_dev,dx,dy,margin,shift_vs_size,match_iou,conf,p_h,p_w,aspect,area_frac,n_labels,covered_by_others,touches_edge
scale_p15,scale,translation_y,0,000936.png,1,0.139,0.016,-0.1205,0.0275,-0.139,-0.1044,0.0186,0.708,0.272,61.4,122.0,1.986,0.016092,12,0.789,0
scale_p15,scale,height,0,000936.png,0,0.252,-0.0251,0.252,-0.0563,0.2217,-0.227,-0.0304,0.611,0.3914,93.0,152.8,1.643,0.030519,12,0.98,1
scale_p15,scale,height,0,000970.png,1,0.1576,0.0818,0.1576,0.0156,0.0107,-0.0759,-0.142,0.799,0.8386,32.5,41.0,1.262,0.00286,6,0.0,0
scale_p15,scale,width,0,000970.png,1,0.2069,0.2069,0.1094,-0.0151,-0.0127,0.0975,-0.1918,0.747,0.8941,79.5,122.6,1.541,0.020937,6,0.163,0
scale_p15,scale,width,0,000985.png,1,0.1601,0.1601,0.0944,0.003,-0.0562,0.0656,-0.1038,0.775,0.872,35.4,44.4,1.256,0.003366,11,0.0,0
scale_p15,scale,scale,1,000985.png,1,0.1475,0.1457,0.1493,-0.0053,-0.0034,-0.0037,-0.1441,0.759,0.9135,72.0,100.0,1.388,0.015438,11,0.208,0
scale_p15,scale,scale,1,000985.png,1,0.2327,0.1568,0.3087,0.0037,0.0644,-0.1519,-0.2443,0.661,0.344,58.9,128.5,2.182,0.016225,11,0.846,0
scale_p15,scale,height,0,000998.png,0,0.1239,-0.0886,0.1239,0.0032,-0.0446,-0.0353,-0.0793,0.819,0.6931,31.7,40.4,1.273,0.002752,8,0.442,0
scale_p15,scale,height,0,000998.png,1,0.1453,0.0761,0.1453,-0.0386,0.0139,-0.0692,-0.1067,0.811,0.8246,63.7,78.7,1.236,0.010773,8,0.544,0
scale_p15,scale,scale,1,000998.png,1,0.2196,0.2432,0.1961,-0.0212,0.009,0.0472,-0.2221,0.673,0.808,57.1,97.3,1.703,0.011932,8,0.326,0
scale_p15,scale,scale,1,001012.png,1,0.1697,0.2029,0.1366,0.0391,0.0054,0.0662,-0.1637,0.731,0.9559,188.1,416.4,2.214,0.168152,6,0.061,1
scale_p15,scale,scale,1,001012.png,1,0.1985,0.1703,0.2267,-0.0359,-0.0143,-0.0564,-0.1908,0.697,0.8123,39.6,54.4,1.374,0.00462,6,0.321,0
scale_p15,scale,scale,1,001013.png,1,0.1611,0.1646,0.1575,-0.0207,-0.0071,0.0071,-0.1439,0.742,0.8936,67.9,74.1,1.091,0.01078,9,0.0,0
scale_p15,scale,scale,1,001013.png,1,0.2027,0.1974,0.2081,0.0327,0.0262,-0.0107,-0.1754,0.691,0.4731,58.3,124.2,2.13,0.01552,9,1.0,0
scale_p15,scale,scale,1,001013.png,0,0.3094,-0.3237,-0.2951,0.0466,-0.1498,0.0286,-0.1739,0.475,0.3432,63.6,153.5,2.414,0.020907,9,1.0,0
scale_p15,scale,scale,1,001044.png,1,0.1553,0.1429,0.1677,-0.0133,-0.0003,-0.0248,-0.1545,0.749,0.82,32.7,58.1,1.777,0.004077,7,0.0,0
scale_p15,scale,width,0,001100.png,0,0.1324,0.1324,-0.085,-0.0545,-0.0394,0.0475,-0.0779,0.816,0.3675,29.8,57.1,1.918,0.003655,8,0.792,0
scale_p15,scale,scale,1,001100.png,1,0.1494,0.129,0.1697,-0.0091,-0.0066,-0.0407,-0.1606,0.757,0.9273,159.6,280.7,1.758,0.096218,8,0.218,1
scale_p15,scale,scale,1,001100.png,1,0.1549,0.1604,0.1493,-0.0034,-0.0124,0.0111,-0.148,0.75,0.92,101.5,173.8,1.712,0.037897,8,0.548,0
scale_p15,scale,scale,1,001100.png,1,0.1809,0.1818,0.18,0.0194,-0.0378,0.0018,-0.144,0.717,0.8259,36.4,91.5,2.516,0.00715,8,0.301,0
scale_p15,scale,scale,1,001100.png,1,0.1931,0.2097,0.1765,-0.0138,0.008,0.0332,-0.1959,0.703,0.3692,92.4,123.5,1.337,0.024498,8,0.189,0
scale_p15,scale,translation_x,0,001100.png,0,0.1774,-0.0986,0.0007,0.1774,-0.0961,0.0979,0.0788,0.581,0.3194,25.0,29.8,1.193,0.0016,8,0.351,0
scale_p15,scale,height,0,001143.png,1,0.1528,0.1045,0.1528,0.0387,-0.0134,-0.0482,-0.1141,0.785,0.8845,33.1,59.0,1.783,0.004195,4,0.0,0
scale_p15,scale,width,0,001158.png,1,0.1608,0.1608,0.1145,0.0004,0.0123,0.0463,-0.1485,0.773,0.7646,53.5,74.9,1.4,0.008584,5,0.188,0
scale_p15,scale,scale,1,001158.png,1,0.1782,0.1863,0.1702,0.0351,-0.0248,0.016,-0.1512,0.72,0.836,29.3,31.7,1.08,0.001994,5,0.0,0
scale_p15,scale,height,0,001190.png,0,0.1299,-0.0982,0.1299,-0.026,0.0106,-0.0317,-0.1039,0.807,0.8596,65.7,94.7,1.441,0.013372,7,0.633,0
scale_p15,scale,scale,1,001190.png,1,0.1526,0.1386,0.1666,0.0151,0.0254,-0.028,-0.1413,0.753,0.8691,66.1,81.9,1.239,0.011611,7,0.0,0
scale_p15,scale,scale,1,001190.png,1,0.2237,0.14,0.3073,0.0287,0.0442,-0.1674,-0.2631,0.671,0.9055,100.2,131.4,1.311,0.028289,7,0.539,0
scale_p15,scale,scale,1,001209.png,0,0.1498,0.1531,0.1465,0.0496,-0.0212,0.0066,-0.1035,0.756,0.5922,49.0,106.8,2.177,0.011241,13,0.955,0
scale_p15,scale,scale,1,001209.png,1,0.183,0.1612,0.2049,0.0237,-0.0006,-0.0437,-0.1812,0.715,0.9475,39.0,42.8,1.097,0.003584,13,0.018,0
scale_p15,scale,height,0,001209.png,1,0.2258,0.0212,0.2258,0.0851,-0.003,-0.2045,-0.1406,0.698,0.6785,18.5,30.3,1.643,0.001203,13,0.063,0
scale_p15,scale,translation_x,0,001209.png,0,0.1528,0.0158,-0.0645,-0.1528,-0.0262,-0.0487,0.0883,0.695,0.2967,29.8,70.4,2.362,0.004505,13,0.704,0
scale_m30,scale,width,0,000060.png,0,0.2762,-0.2762,-0.0649,-0.1114,0.0218,0.2113,-0.1648,0.677,0.283,19.7,49.8,2.527,0.002105,2,0.0,0
scale_m30,scale,scale,1,000066.png,1,0.2712,-0.3009,-0.2416,-0.0114,-0.0051,0.0593,-0.2895,0.53,0.8335,34.9,38.7,1.109,0.002897,2,0.0,0
scale_m30,scale,width,0,000075.png,0,0.1413,-0.1413,-0.0166,0.1143,0.0347,0.1247,-0.027,0.733,0.4814,25.3,49.2,1.942,0.002674,5,0.0,0
scale_m30,scale,scale,1,000075.png,1,0.3038,-0.2898,-0.3177,0.0049,-0.0285,-0.0279,-0.2892,0.485,0.9093,79.1,118.0,1.493,0.020031,5,0.117,0
scale_m30,scale,scale,1,000107.png,1,0.2717,-0.2687,-0.2746,0.0563,0.0816,-0.0059,-0.193,0.53,0.5647,34.0,40.3,1.184,0.002943,7,0.494,0
scale_m30,scale,width,0,000136.png,0,0.1698,0.1698,0.04,0.0714,-0.0001,0.1299,-0.0984,0.822,0.7334,57.5,162.3,2.823,0.020033,6,0.205,0
scale_m30,scale,translation_x,0,000136.png,0,0.1025,-0.0008,-0.033,0.1025,-0.0467,-0.0322,0.0695,0.746,0.7895,27.8,35.1,1.264,0.002093,6,0.052,0
scale_m30,scale,scale,1,000136.png,1,0.2224,-0.2737,-0.1712,-0.0099,0.1417,0.1025,-0.1319,0.539,0.7836,36.9,68.8,1.865,0.005446,6,0.0,0
scale_m30,scale,scale,1,000136.png,1,0.2892,-0.2824,-0.2959,0.018,-0.0123,-0.0135,-0.278,0.505,0.8907,39.2,52.7,1.345,0.004433,6,0.047,0
scale_m30,scale,scale,1,000136.png,1,0.3006,-0.2993,-0.302,-0.0033,-0.0004,-0.0026,-0.2987,0.489,0.9678,164.1,370.3,2.257,0.13049,6,0.0,0
scale_m30,scale,scale,1,000136.png,1,0.3057,-0.2986,-0.3128,0.0446,0.0747,-0.0142,-0.2381,0.482,0.7798,51.1,166.6,3.257,0.018294,6,0.566,0
scale_m30,scale,scale,1,000178.png,1,0.3016,-0.2997,-0.3035,-0.0019,0.0017,-0.0038,-0.3016,0.488,0.9442,183.9,352.7,1.917,0.139285,8,0.351,0
scale_m30,scale,scale,1,000178.png,1,0.3028,-0.2938,-0.3117,0.014,-0.0228,-0.0179,-0.2889,0.486,0.7215,52.7,160.6,3.048,0.018158,8,0.0,0
scale_m30,scale,scale,1,000286.png,1,0.2414,-0.2771,-0.2056,0.0748,0.0708,0.0715,-0.2023,0.574,0.4303,42.2,54.9,1.3,0.004975,11,0.958,0
scale_m30,scale,scale,1,000286.png,1,0.2896,-0.3233,-0.2559,-0.0192,0.0193,0.0673,-0.3039,0.504,0.7852,22.0,25.4,1.156,0.001201,11,0.0,0
scale_m30,scale,scale,1,000286.png,1,0.2905,-0.292,-0.2889,-0.0093,-0.0099,0.0031,-0.2821,0.503,0.8689,179.2,282.1,1.575,0.108536,11,0.593,0
scale_m30,scale,scale,1,000286.png,1,0.3225,-0.3632,-0.2819,0.0422,0.0489,0.0813,-0.3143,0.457,0.6718,31.1,40.2,1.293,0.002681,11,0.27,0
scale_m30,scale,translation_x,0,000357.png,0,0.1061,0.0784,0.0416,-0.1061,-0.0603,0.0368,0.0277,0.73,0.5936,39.9,56.8,1.424,0.004859,8,0.661,0
scale_m30,scale,scale,1,000357.png,1,0.2939,-0.2998,-0.288,-0.0384,-0.0484,0.0118,-0.2514,0.499,0.8663,34.3,38.3,1.116,0.00282,8,0.0,0
scale_m30,scale,scale,1,000357.png,1,0.2989,-0.302,-0.2958,-0.0172,-0.0094,0.0063,-0.2849,0.492,0.8381,40.3,71.8,1.782,0.006202,8,0.827,0
scale_m30,scale,scale,1,000357.png,1,0.3179,-0.2978,-0.338,0.0,-0.0451,-0.0402,-0.2929,0.465,0.8821,137.9,106.6,0.773,0.031517,8,0.244,0
scale_m30,scale,scale,1,000386.png,0,0.1555,-0.1289,-0.182,0.0722,-0.0254,-0.0531,-0.1098,0.702,0.3354,82.4,189.6,2.303,0.033474,8,0.928,0
scale_m30,scale,scale,1,000386.png,1,0.287,-0.3156,-0.2583,0.021,-0.0117,0.0573,-0.2946,0.508,0.8383,38.4,45.6,1.189,0.003753,8,0.0,0
scale_m30,scale,scale,1,000386.png,1,0.313,-0.3065,-0.3194,-0.0047,0.0136,-0.0129,-0.3058,0.472,0.9544,200.2,414.0,2.067,0.177638,8,0.381,0
scale_m30,scale,scale,1,000386.png,1,0.3215,-0.3226,-0.3205,-0.002,-0.0381,0.0021,-0.2845,0.46,0.8625,57.8,96.6,1.673,0.011962,8,0.17,0
scale_m30,scale,scale,1,000421.png,1,0.3138,-0.3419,-0.2856,-0.0158,0.0565,0.0563,-0.2854,0.47,0.6508,19.8,41.9,2.121,0.001777,7,0.0,0
scale_m30,scale,scale,1,000462.png,1,0.2821,-0.2684,-0.2957,-0.022,-0.0055,-0.0272,-0.2737,0.515,0.8454,71.8,140.6,1.958,0.021678,7,0.087,0
scale_m30,scale,scale,1,000462.png,1,0.3027,-0.3,-0.3054,-0.0,0.0036,-0.0054,-0.3018,0.486,0.9322,99.5,179.3,1.802,0.038295,7,0.052,0
scale_m30,scale,scale,1,000462.png,1,0.3029,-0.2911,-0.3148,0.0053,-0.0098,-0.0237,-0.305,0.486,0.8345,99.8,206.8,2.072,0.044304,7,0.7,0
scale_m30,scale,scale,1,000493.png,1,0.2941,-0.2861,-0.302,-0.0219,-0.0012,-0.0159,-0.2801,0.498,0.5733,25.5,35.0,1.372,0.001913,4,0.0,0
scale_m30,scale,scale,1,000493.png,1,0.3616,-0.415,-0.3083,0.12,0.0117,0.1067,-0.295,0.405,0.8197,34.4,42.6,1.238,0.003145,4,0.0,0
scale_m30,scale,translation_y,0,000521.png,0,0.1324,0.1183,-0.0291,0.0658,0.1324,0.0892,0.0141,0.684,0.5935,19.5,26.8,1.371,0.001121,4,0.0,0
scale_m30,scale,scale,1,000521.png,1,0.2743,-0.2885,-0.2602,-0.0367,0.0282,0.0283,-0.2518,0.526,0.7181,42.6,78.8,1.848,0.007214,4,0.565,0
scale_m30,scale,scale,1,000537.png,1,0.2799,-0.3076,-0.2522,-0.0012,0.0465,0.0553,-0.2611,0.518,0.811,24.3,48.0,1.972,0.002506,2,0.0,0
scale_m30,scale,width,0,000539.png,0,0.2256,0.2256,-0.0399,-0.1268,0.0656,0.1857,-0.0987,0.707,0.7479,23.8,45.0,1.888,0.002302,7,0.149,0
scale_m30,scale,width,0,000539.png,0,0.2833,-0.2833,-0.1115,0.0748,-0.0205,0.1718,-0.2085,0.637,0.6364,21.2,47.7,2.253,0.002168,7,0.411,0
scale_m30,scale,scale,1,000539.png,1,0.3122,-0.2956,-0.3288,0.0135,0.0147,-0.0332,-0.3141,0.473,0.8726,40.2,105.9,2.634,0.009142,7,0.0,0
scale_m30,scale,width,0,000577.png,0,0.1938,0.1938,-0.1132,-0.1024,0.0588,0.0806,-0.0913,0.746,0.4308,130.9,69.6,0.532,0.019575,5,0.0,1
scale_m30,scale,scale,1,000577.png,1,0.2736,-0.2662,-0.281,-0.053,0.0105,-0.0148,-0.228,0.528,0.8436,63.1,69.5,1.101,0.009411,5,0.48,0
scale_m30,scale,scale,1,000577.png,1,0.2777,-0.2672,-0.2881,0.0313,0.0293,-0.0208,-0.2568,0.522,0.8528,30.6,46.1,1.506,0.003024,5,0.0,0
scale_m30,scale,scale,1,000577.png,1,0.3068,-0.3167,-0.2969,-0.0115,-0.0159,0.0197,-0.3008,0.48,0.9033,123.6,173.1,1.4,0.045926,5,0.148,0
scale_m30,scale,width,0,000601.png,0,0.1387,-0.1387,-0.0578,0.0068,0.0038,0.0809,-0.1319,0.811,0.6537,22.8,25.9,1.136,0.001267,2,0.0,0
scale_m30,scale,scale,1,000601.png,1,0.3094,-0.2944,-0.3245,-0.0279,0.0912,-0.0301,-0.2333,0.477,0.736,34.4,66.0,1.919,0.004878,2,0.0,0
scale_m30,scale,height,0,000612.png,0,0.1528,0.0444,0.1528,-0.0866,0.0571,-0.1084,-0.0662,0.738,0.254,27.2,72.2,2.658,0.004215,9,0.399,0
scale_m30,scale,height,0,000612.png,0,0.2662,-0.1559,0.2662,0.0496,-0.1841,-0.1103,-0.0821,0.632,0.2632,46.1,133.0,2.888,0.013155,9,0.395,0
scale_m30,scale,scale,1,000612.png,1,0.3113,-0.2894,-0.3331,0.0046,-0.02,-0.0437,-0.3132,0.474,0.7687,127.5,302.0,2.368,0.082686,9,0.968,0
scale_m30,scale,scale,1,000612.png,1,0.3163,-0.2884,-0.3441,-0.0513,0.0011,-0.0557,-0.2928,0.467,0.4595,30.8,84.8,2.751,0.005615,9,0.773,0
scale_m30,scale,width,0,000616.png,0,0.1483,0.1483,0.0428,-0.0549,0.0122,0.1055,-0.0934,0.835,0.6724,30.2,43.9,1.455,0.002843,3,0.05,0
scale_m30,scale,width,0,000623.png,0,0.1745,-0.1745,-0.0241,0.0363,-0.07,0.1504,-0.1045,0.723,0.3458,81.7,184.4,2.257,0.032358,7,0.0,0
scale_m30,scale,scale,1,000623.png,1,0.2878,-0.2895,-0.286,0.0014,0.0206,0.0034,-0.2688,0.507,0.7567,51.0,78.3,1.536,0.008579,7,0.461,0
scale_m30,scale,scale,1,000623.png,1,0.296,-0.2906,-0.3013,0.0092,0.0139,-0.0108,-0.2874,0.496,0.9289,60.4,82.0,1.358,0.010633,7,0.0,0
scale_m30,scale,scale,1,000623.png,1,0.3168,-0.3223,-0.3113,-0.0497,0.0173,0.011,-0.2726,0.467,0.7128,25.4,38.4,1.51,0.002098,7,0.0,0
scale_m30,scale,scale,1,000647.png,1,0.2751,-0.2603,-0.2899,0.097,-0.098,-0.0296,-0.1919,0.525,0.2771,15.7,29.4,1.874,0.00099,6,0.0,0
scale_m30,scale,scale,1,000647.png,1,0.3098,-0.3226,-0.2971,0.0007,-0.0169,0.0255,-0.3056,0.476,0.9008,64.4,73.8,1.147,0.010182,6,0.0,0
scale_m30,scale,width,0,000657.png,0,0.1335,-0.1335,-0.0373,-0.0163,-0.0605,0.0962,-0.073,0.77,0.3552,15.7,21.1,1.348,0.000709,2,0.0,0
scale_m30,scale,translation_y,0,000657.png,0,0.1368,0.0088,-0.0465,-0.0259,-0.1368,-0.0376,0.0904,0.721,0.5261,17.4,21.1,1.211,0.000788,2,0.0,0
scale_m30,scale,width,0,000664.png,0,0.2198,0.2198,0.0663,0.0964,-0.0158,0.1536,-0.1235,0.769,0.5068,37.1,38.7,1.042,0.003103,5,0.326,0
scale_m30,scale,scale,1,000664.png,1,0.2645,-0.2377,-0.2912,-0.0778,-0.0118,-0.0535,-0.2134,0.54,0.8075,33.7,49.7,1.476,0.00362,5,0.858,0
scale_m30,scale,scale,1,000664.png,1,0.3133,-0.2894,-0.3373,0.0023,0.0165,-0.0479,-0.3208,0.471,0.9305,58.1,59.4,1.022,0.00746,5,0.374,0
scale_m30,scale,scale,1,000682.png,1,0.3116,-0.3136,-0.3097,-0.0009,-0.02,0.0039,-0.2936,0.474,0.6042,23.1,28.7,1.244,0.001423,2,0.0,0
scale_m30,scale,scale,1,000683.png,1,0.3191,-0.3184,-0.3197,0.0731,0.0064,-0.0012,-0.2466,0.464,0.6305,24.7,36.5,1.478,0.001934,4,0.0,0
scale_m30,scale,scale,1,000714.png,1,0.2991,-0.2947,-0.3034,0.0037,0.0143,-0.0088,-0.2892,0.491,0.9058,88.9,167.5,1.883,0.031979,6,0.223,0
scale_m30,scale,scale,1,000714.png,1,0.3321,-0.3372,-0.327,-0.0213,0.0255,0.0102,-0.3117,0.446,0.7726,59.4,156.9,2.643,0.019994,6,0.416,0
scale_m30,scale,width,0,000725.png,0,0.173,-0.173,-0.0084,-0.0649,0.0029,0.1645,-0.1081,0.82,0.7178,67.4,164.2,2.437,0.023699,7,0.27,0
scale_m30,scale,scale,1,000725.png,1,0.2251,-0.1511,-0.299,0.1021,-0.0243,-0.1479,-0.1969,0.566,0.7433,86.1,138.4,1.608,0.025543,7,1.0,0
scale_m30,scale,scale,1,000725.png,1,0.3228,-0.2508,-0.3947,0.035,0.0637,-0.1439,-0.331,0.453,0.8326,185.2,130.5,0.705,0.051786,7,0.482,0
scale_m30,scale,width,0,000729.png,0,0.1238,0.1238,0.0875,-0.0762,0.0093,0.0363,-0.0476,0.797,0.6637,44.7,128.7,2.877,0.012365,6,0.479,0
scale_m30,scale,scale,1,000729.png,1,0.3096,-0.3,-0.3192,-0.0175,0.0396,-0.0192,-0.2796,0.477,0.8454,52.2,69.9,1.34,0.007835,6,0.0,0
scale_m30,scale,width,0,000747.png,0,0.1481,0.1481,0.0896,-0.0953,0.0145,0.0586,-0.0529,0.769,0.372,30.6,38.5,1.261,0.002527,5,0.446,0
scale_m30,scale,height,0,000747.png,0,0.2514,0.0713,0.2514,0.0237,0.0259,-0.18,-0.2255,0.746,0.6725,18.2,23.0,1.262,0.000897,5,0.0,0
scale_m30,scale,translation_y,0,000747.png,0,0.1316,-0.117,-0.0949,-0.056,0.1316,0.0221,0.0146,0.675,0.6663,27.7,30.3,1.094,0.001805,5,0.0,0
scale_m30,scale,scale,1,000779.png,1,0.303,-0.3008,-0.3053,0.0012,0.0026,-0.0045,-0.3027,0.486,0.8938,94.7,245.2,2.589,0.049877,1,0.0,0
scale_m30,scale,scale,1,000829.png,1,0.2815,-0.2916,-0.2714,0.0222,0.0219,0.0202,-0.2694,0.516,0.799,40.4,53.1,1.315,0.004597,2,0.036,0
scale_m30,scale,scale,1,000829.png,1,0.3147,-0.3014,-0.328,0.0073,0.0312,-0.0266,-0.2968,0.469,0.9332,63.1,85.3,1.353,0.011555,2,0.016,0
scale_m30,scale,width,0,000843.png,0,0.1251,-0.1251,0.0299,0.0239,-0.0637,0.0952,-0.0614,0.779,0.4797,18.8,25.8,1.373,0.001045,9,0.0,0
scale_m30,scale,translation_y,0,000846.png,0,0.1004,-0.074,-0.0744,-0.0067,-0.1004,-0.0005,0.0259,0.755,0.5192,15.9,26.5,1.66,0.000907,7,0.0,0
scale_m30,scale,height,0,000846.png,0,0.2328,-0.044,-0.2328,0.007,-0.0514,-0.1888,-0.1815,0.733,0.5703,32.5,70.1,2.157,0.00489,7,0.003,0
scale_m30,scale,scale,1,000846.png,1,0.2515,-0.2047,-0.2982,-0.038,0.0226,-0.0935,-0.2602,0.558,0.6837,22.7,58.7,2.582,0.002862,7,0.0,0
scale_m30,scale,scale,1,000846.png,1,0.2881,-0.2952,-0.281,0.0111,0.0118,0.0142,-0.2833,0.507,0.8854,73.3,115.1,1.57,0.018109,7,0.001,0
scale_m30,scale,width,0,000846.png,0,0.5633,0.5633,0.0676,0.0473,-0.1453,0.4957,-0.418,0.499,0.558,22.5,56.9,2.524,0.002752,7,0.0,0
scale_m30,scale,width,0,000859.png,0,0.2538,0.2538,0.0552,-0.136,-0.0309,0.1986,-0.1178,0.74,0.6945,172.6,106.1,0.615,0.039311,6,0.0,1
scale_m30,scale,width,0,000859.png,0,0.2669,0.2669,0.0911,-0.0987,0.0148,0.1758,-0.1682,0.723,0.6033,21.8,30.6,1.407,0.00143,6,0.304,0
scale_m30,scale,scale,1,000859.png,1,0.3139,-0.267,-0.3609,0.0606,-0.0324,-0.0939,-0.3003,0.469,0.6242,18.5,25.3,1.364,0.001007,6,0.0,0
scale_m30,scale,scale,1,000882.png,0,0.1374,-0.1534,-0.1214,0.0337,-0.0584,0.032,-0.0951,0.744,0.6687,26.7,29.5,1.106,0.001689,9,0.0,0
scale_m30,scale,scale,1,000882.png,1,0.3026,-0.2968,-0.3085,0.0212,0.0154,-0.0117,-0.2873,0.486,0.7227,97.7,121.5,1.243,0.025492,9,0.912,0
scale_m30,scale,scale,1,000882.png,1,0.3013,-0.3488,-0.2539,0.044,0.0288,0.0949,-0.3047,0.486,0.8284,48.2,61.6,1.278,0.00638,9,0.0,0
scale_m30,scale,scale,1,000882.png,1,0.3057,-0.2974,-0.3141,-0.0047,0.0051,-0.0167,-0.309,0.482,0.9336,195.2,348.8,1.787,0.146193,9,0.065,0
scale_m30,scale,scale,1,000884.png,1,0.2894,-0.3044,-0.2744,-0.0276,-0.0006,0.03,-0.2768,0.505,0.6428,48.1,61.9,1.287,0.006385,2,0.0,0
scale_m30,scale,scale,1,000884.png,1,0.3351,-0.3442,-0.326,0.014,-0.0337,0.0183,-0.3106,0.442,0.8593,74.7,100.9,1.35,0.016175,2,0.0,0
scale_m30,scale,width,0,000910.png,0,0.1353,0.1353,0.0072,0.0346,0.0019,0.1281,-0.1007,0.875,0.397,26.6,56.4,2.125,0.003219,8,0.643,0
scale_m30,scale,scale,1,000910.png,1,0.2928,-0.2872,-0.2983,-0.0101,0.0258,-0.0111,-0.2725,0.5,0.8397,89.8,121.3,1.351,0.023377,8,0.0,0
scale_m30,scale,height,0,000918.png,0,0.1811,-0.0888,-0.1811,-0.0156,0.0061,-0.0923,-0.1655,0.746,0.313,24.8,54.5,2.198,0.0029,7,0.0,0
scale_m30,scale,scale,1,000918.png,1,0.2903,-0.3065,-0.274,-0.0244,0.0903,0.0326,-0.2163,0.503,0.4645,33.0,40.0,1.213,0.002836,7,0.494,0
scale_m30,scale,scale,1,000918.png,1,0.3191,-0.3453,-0.2928,-0.0748,0.0473,0.0525,-0.2705,0.463,0.7536,41.2,56.8,1.377,0.005025,7,0.615,0
scale_m30,scale,scale,1,000930.png,1,0.3217,-0.3122,-0.3311,0.0344,0.041,-0.0189,-0.2901,0.46,0.8378,37.8,46.3,1.224,0.003755,3,0.0,0
scale_m30,scale,height,0,000936.png,0,0.2352,-0.1165,-0.2352,0.0275,-0.139,-0.1187,-0.0962,0.645,0.272,61.4,122.0,1.986,0.016092,12,0.832,0
scale_m30,scale,height,0,000936.png,0,0.252,-0.0251,0.252,-0.0563,0.2217,-0.227,-0.0304,0.611,0.3914,93.0,152.8,1.643,0.030519,12,0.582,1
scale_m30,scale,scale,1,000936.png,0,0.2317,-0.2473,-0.2161,0.0445,-0.0796,0.0312,-0.1677,0.59,0.3649,38.0,90.9,2.389,0.007423,12,0.978,0
scale_m30,scale,scale,1,000936.png,1,0.2828,-0.301,-0.2645,-0.0169,0.0114,0.0365,-0.2841,0.514,0.821,78.5,219.6,2.796,0.037044,12,0.851,0
scale_m30,scale,scale,1,000936.png,1,0.3085,-0.2998,-0.3172,0.0002,0.0093,-0.0175,-0.3079,0.478,0.9273,190.2,213.1,1.12,0.087037,12,0.521,0
scale_m30,scale,scale,1,000970.png,1,0.298,-0.2791,-0.3168,-0.0049,0.0091,-0.0377,-0.3078,0.492,0.8528,46.4,62.7,1.352,0.00624,6,0.61,0
scale_m30,scale,height,0,000985.png,0,0.138,0.0059,0.138,0.0037,0.0644,-0.1321,-0.0736,0.872,0.344,58.9,128.5,2.182,0.016225,11,0.449,0
scale_m30,scale,scale,1,000985.png,1,0.304,-0.2983,-0.3098,-0.0119,0.0091,-0.0115,-0.2979,0.484,0.9612,182.6,376.0,2.058,0.147156,11,0.117,0
scale_m30,scale,scale,1,000985.png,1,0.3086,-0.29,-0.3273,-0.0443,0.0327,-0.0374,-0.283,0.478,0.8125,42.1,68.7,1.633,0.006193,11,0.287,0
scale_m30,scale,scale,1,000985.png,1,0.3138,-0.2939,-0.3338,0.003,-0.0562,-0.0399,-0.2776,0.47,0.872,35.4,44.4,1.256,0.003366,11,0.0,0
scale_m30,scale,height,0,000998.png,0,0.1239,-0.0886,0.1239,0.0032,-0.0446,-0.0353,-0.0793,0.819,0.6931,31.7,40.4,1.273,0.002752,8,0.255,0
scale_m30,scale,scale,1,000998.png,1,0.2761,-0.2927,-0.2595,0.0026,0.0125,0.0332,-0.2801,0.524,0.8867,72.3,150.9,2.087,0.023435,8,0.129,0
scale_m30,scale,height,0,001013.png,0,0.127,-0.0574,0.127,-0.0287,0.0719,-0.0696,-0.0551,0.829,0.7421,116.2,154.6,1.331,0.038519,9,1.0,1
scale_m30,scale,scale,1,001013.png,1,0.2549,-0.2334,-0.2763,0.0301,0.0121,-0.0429,-0.2463,0.555,0.5107,28.2,37.9,1.343,0.002292,9,0.357,0
scale_m30,scale,width,0,001044.png,1,0.1928,-0.1928,0.0895,0.0475,0.0777,0.1033,-0.1151,0.71,0.4333,63.9,105.7,1.654,0.014486,7,0.848,0
scale_m30,scale,scale,1,001044.png,1,0.3133,-0.2994,-0.3272,0.0187,0.0555,-0.0279,-0.2717,0.471,0.8275,35.2,53.5,1.522,0.004043,7,0.0,0
scale_m30,scale,width,0,001100.png,0,0.1324,0.1324,-0.085,-0.0545,-0.0394,0.0475,-0.0779,0.816,0.3675,29.8,57.1,1.918,0.003655,8,0.683,0
scale_m30,scale,translation_x,0,001100.png,0,0.1774,-0.0986,0.0007,0.1774,-0.0961,0.0979,0.0788,0.581,0.3194,25.0,29.8,1.193,0.0016,8,0.351,0
scale_m30,scale,scale,1,001100.png,1,0.297,-0.2937,-0.3004,-0.0034,-0.0124,-0.0067,-0.288,0.494,0.92,101.5,173.8,1.712,0.037897,8,0.442,0
scale_m30,scale,scale,1,001100.png,1,0.3158,-0.305,-0.3266,-0.0064,-0.0157,-0.0216,-0.311,0.468,0.8266,113.2,100.6,0.888,0.024442,8,0.0,0
scale_m30,scale,height,0,001190.png,0,0.1368,-0.0087,0.1368,0.0287,0.0442,-0.1281,-0.0926,0.834,0.9055,100.2,131.4,1.311,0.028289,7,0.589,0
scale_m30,scale,height,0,001190.png,0,0.1299,-0.0982,0.1299,-0.026,0.0106,-0.0317,-0.1039,0.807,0.8596,65.7,94.7,1.441,0.013372,7,0.46,0
